;Open;High;Low;Close;Date;Values
2023-01-15 17:02:57;34344,0;34344,0;34341,0;34341,0;;
2023-01-15 17:02:58;34341,0;34345,0;34341,0;34344,0;;
2023-01-15 17:02:59;34343,0;34343,0;34341,0;34342,0;;
2023-01-15 17:03:00;34341,0;34343,0;34341,0;34343,0;;
2023-01-15 17:03:01;34342,0;34342,0;34342,0;34342,0;;
2023-01-15 17:03:02;34340,0;34340,0;34338,0;34338,0;;
2023-01-15 17:03:03;34333,0;34333,0;34330,0;34330,0;;
2023-01-15 17:03:04;34329,0;34333,0;34329,0;34331,0;;
2023-01-15 17:03:06;34330,0;34330,0;34330,0;34330,0;;
2023-01-15 17:03:07;34331,0;34331,0;34331,0;34331,0;;
2023-01-15 17:03:08;34333,0;34333,0;34332,0;34332,0;;
2023-01-15 17:03:09;34336,0;34338,0;34336,0;34336,0;;
2023-01-15 17:03:10;34335,0;34335,0;34335,0;34335,0;;
2023-01-15 17:03:11;34334,0;34334,0;34334,0;34334,0;;
2023-01-15 17:03:12;34334,0;34334,0;34334,0;34334,0;;
2023-01-15 17:03:14;34334,0;34334,0;34334,0;34334,0;;
2023-01-15 17:03:15;34334,0;34334,0;34331,0;34332,0;;
2023-01-15 17:03:16;34331,0;34331,0;34329,0;34329,0;;
2023-01-15 17:03:17;34331,0;34336,0;34331,0;34335,0;;
2023-01-15 17:03:18;34335,0;34335,0;34334,0;34335,0;;
2023-01-15 17:03:19;34334,0;34334,0;34334,0;34334,0;;
2023-01-15 17:03:20;34333,0;34333,0;34333,0;34333,0;;
2023-01-15 17:03:22;34331,0;34334,0;34331,0;34334,0;;
2023-01-15 17:03:23;34333,0;34333,0;34333,0;34333,0;;
2023-01-15 17:03:25;34333,0;34335,0;34333,0;34335,0;;
2023-01-15 17:03:26;34335,0;34335,0;34335,0;34335,0;;
2023-01-15 17:03:27;34334,0;34334,0;34334,0;34334,0;;
2023-01-15 17:03:28;34334,0;34334,0;34334,0;34334,0;;
2023-01-15 17:03:30;34333,0;34333,0;34333,0;34333,0;;
2023-01-15 17:03:31;34336,0;34336,0;34335,0;34335,0;;
2023-01-15 17:03:32;34336,0;34336,0;34336,0;34336,0;;
2023-01-15 17:03:34;34336,0;34336,0;34336,0;34336,0;;
2023-01-15 17:03:35;34336,0;34336,0;34333,0;34333,0;;
2023-01-15 17:03:36;34334,0;34334,0;34334,0;34334,0;;
2023-01-15 17:03:39;34333,0;34333,0;34333,0;34333,0;;
2023-01-15 17:03:45;34334,0;34334,0;34334,0;34334,0;;
2023-01-15 17:03:46;34335,0;34335,0;34335,0;34335,0;;
2023-01-15 17:03:47;34334,0;34334,0;34334,0;34334,0;;
2023-01-15 17:03:48;34335,0;34335,0;34335,0;34335,0;;
2023-01-15 17:03:49;34336,0;34339,0;34336,0;34338,0;;
2023-01-15 17:03:50;34339,0;34339,0;34339,0;34339,0;;
2023-01-15 17:03:52;34339,0;34339,0;34339,0;34339,0;;
2023-01-15 17:03:57;34337,0;34337,0;34337,0;34337,0;;
2023-01-15 17:03:58;34337,0;34337,0;34337,0;34337,0;;
2023-01-15 17:04:00;34339,0;34339,0;34337,0;34337,0;;
2023-01-15 17:04:01;34337,0;34337,0;34337,0;34337,0;;
2023-01-15 17:04:02;34337,0;34338,0;34337,0;34338,0;;
2023-01-15 17:04:07;34338,0;34338,0;34338,0;34338,0;;
2023-01-15 17:04:10;34339,0;34339,0;34339,0;34339,0;;
2023-01-15 17:04:13;34339,0;34339,0;34339,0;34339,0;;
2023-01-15 17:04:15;34338,0;34338,0;34338,0;34338,0;;
2023-01-15 17:04:16;34337,0;34337,0;34337,0;34337,0;;
2023-01-15 17:04:17;34336,0;34336,0;34336,0;34336,0;;
2023-01-15 17:04:19;34338,0;34338,0;34338,0;34338,0;;
2023-01-15 17:04:20;34337,0;34337,0;34337,0;34337,0;;
2023-01-15 17:04:23;34338,0;34338,0;34338,0;34338,0;;
2023-01-15 17:04:25;34338,0;34338,0;34338,0;34338,0;;
2023-01-15 17:04:26;34338,0;34338,0;34338,0;34338,0;;
2023-01-15 17:04:34;34339,0;34339,0;34339,0;34339,0;;
2023-01-15 17:04:37;34341,0;34342,0;34341,0;34341,0;;
2023-01-15 17:04:39;34340,0;34340,0;34340,0;34340,0;;
2023-01-15 17:04:40;34339,0;34339,0;34339,0;34339,0;;
2023-01-15 17:04:47;34338,0;34338,0;34338,0;34338,0;;
2023-01-15 17:04:48;34337,0;34337,0;34337,0;34337,0;;
2023-01-15 17:04:50;34335,0;34335,0;34335,0;34335,0;;
2023-01-15 17:04:52;34335,0;34335,0;34335,0;34335,0;;
2023-01-15 17:04:57;34335,0;34335,0;34335,0;34335,0;;
2023-01-15 17:05:00;34334,0;34334,0;34334,0;34334,0;;
2023-01-15 17:05:02;34335,0;34335,0;34335,0;34335,0;;
2023-01-15 17:05:03;34334,0;34334,0;34334,0;34334,0;;
2023-01-15 17:05:09;34334,0;34334,0;34334,0;34334,0;;
2023-01-15 17:05:10;34334,0;34335,0;34334,0;34335,0;;
2023-01-15 17:05:15;34336,0;34336,0;34336,0;34336,0;;
2023-01-15 17:05:16;34336,0;34336,0;34336,0;34336,0;;
2023-01-15 17:05:26;34335,0;34335,0;34335,0;34335,0;;
2023-01-15 17:05:30;34336,0;34336,0;34336,0;34336,0;;
2023-01-15 17:05:35;34334,0;34334,0;34334,0;34334,0;;
2023-01-15 17:05:36;34336,0;34336,0;34336,0;34336,0;;
2023-01-15 17:05:40;34334,0;34334,0;34334,0;34334,0;;
2023-01-15 17:05:50;34333,0;34333,0;34333,0;34333,0;;
2023-01-15 17:05:52;34335,0;34335,0;34335,0;34335,0;;
2023-01-15 17:05:53;34334,0;34334,0;34334,0;34334,0;;
2023-01-15 17:05:56;34333,0;34333,0;34333,0;34333,0;;
2023-01-15 17:05:57;34334,0;34334,0;34334,0;34334,0;;
2023-01-15 17:05:58;34334,0;34334,0;34334,0;34334,0;;
2023-01-15 17:06:00;34334,0;34334,0;34332,0;34332,0;;
2023-01-15 17:06:01;34331,0;34331,0;34331,0;34331,0;;
2023-01-15 17:06:03;34331,0;34331,0;34331,0;34331,0;;
2023-01-15 17:06:04;34326,0;34326,0;34326,0;34326,0;;
2023-01-15 17:06:05;34327,0;34329,0;34327,0;34327,0;;
2023-01-15 17:06:06;34327,0;34327,0;34327,0;34327,0;;
2023-01-15 17:06:07;34328,0;34330,0;34328,0;34330,0;;
2023-01-15 17:06:13;34328,0;34330,0;34328,0;34330,0;;
2023-01-15 17:06:14;34329,0;34330,0;34329,0;34330,0;;
2023-01-15 17:06:15;34330,0;34330,0;34327,0;34328,0;;
2023-01-15 17:06:16;34328,0;34329,0;34328,0;34329,0;;
2023-01-15 17:06:18;34330,0;34330,0;34330,0;34330,0;;
2023-01-15 17:06:19;34330,0;34330,0;34330,0;34330,0;;
2023-01-15 17:06:20;34329,0;34329,0;34329,0;34329,0;;
2023-01-15 17:06:28;34329,0;34329,0;34329,0;34329,0;;
2023-01-15 17:06:29;34329,0;34329,0;34329,0;34329,0;;
2023-01-15 17:06:30;34327,0;34327,0;34327,0;34327,0;;
2023-01-15 17:06:36;34327,0;34327,0;34327,0;34327,0;;
2023-01-15 17:06:39;34327,0;34327,0;34327,0;34327,0;;
2023-01-15 17:06:40;34327,0;34327,0;34327,0;34327,0;;
2023-01-15 17:06:49;34327,0;34327,0;34327,0;34327,0;;
2023-01-15 17:06:50;34326,0;34326,0;34326,0;34326,0;;
2023-01-15 17:06:51;34326,0;34326,0;34326,0;34326,0;;
2023-01-15 17:06:53;34325,0;34325,0;34325,0;34325,0;;
2023-01-15 17:06:54;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:06:55;34324,0;34326,0;34324,0;34326,0;;
2023-01-15 17:06:59;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:07:00;34325,0;34325,0;34325,0;34325,0;;
2023-01-15 17:07:05;34325,0;34325,0;34325,0;34325,0;;
2023-01-15 17:07:07;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:07:08;34325,0;34325,0;34325,0;34325,0;;
2023-01-15 17:07:09;34326,0;34326,0;34325,0;34325,0;;
2023-01-15 17:07:10;34326,0;34326,0;34326,0;34326,0;;
2023-01-15 17:07:13;34327,0;34327,0;34327,0;34327,0;;
2023-01-15 17:07:14;34327,0;34327,0;34327,0;34327,0;;
2023-01-15 17:07:16;34327,0;34327,0;34327,0;34327,0;;
2023-01-15 17:07:21;34325,0;34326,0;34325,0;34326,0;;
2023-01-15 17:07:22;34326,0;34326,0;34326,0;34326,0;;
2023-01-15 17:07:24;34327,0;34327,0;34327,0;34327,0;;
2023-01-15 17:07:26;34327,0;34327,0;34327,0;34327,0;;
2023-01-15 17:07:39;34326,0;34326,0;34326,0;34326,0;;
2023-01-15 17:07:40;34326,0;34326,0;34326,0;34326,0;;
2023-01-15 17:07:49;34326,0;34326,0;34325,0;34325,0;;
2023-01-15 17:07:51;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:07:52;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:07:53;34325,0;34326,0;34325,0;34326,0;;
2023-01-15 17:07:55;34325,0;34325,0;34325,0;34325,0;;
2023-01-15 17:07:56;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:07:58;34325,0;34325,0;34325,0;34325,0;;
2023-01-15 17:08:00;34324,0;34325,0;34324,0;34325,0;;
2023-01-15 17:08:01;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:08:04;34326,0;34326,0;34326,0;34326,0;;
2023-01-15 17:08:11;34326,0;34326,0;34326,0;34326,0;;
2023-01-15 17:08:12;34326,0;34326,0;34326,0;34326,0;;
2023-01-15 17:08:13;34327,0;34328,0;34327,0;34328,0;;
2023-01-15 17:08:14;34329,0;34329,0;34328,0;34328,0;;
2023-01-15 17:08:15;34327,0;34327,0;34327,0;34327,0;;
2023-01-15 17:08:16;34327,0;34327,0;34327,0;34327,0;;
2023-01-15 17:08:19;34326,0;34326,0;34326,0;34326,0;;
2023-01-15 17:08:25;34325,0;34325,0;34325,0;34325,0;;
2023-01-15 17:08:26;34327,0;34327,0;34327,0;34327,0;;
2023-01-15 17:08:27;34326,0;34326,0;34326,0;34326,0;;
2023-01-15 17:08:30;34325,0;34325,0;34325,0;34325,0;;
2023-01-15 17:08:33;34326,0;34326,0;34326,0;34326,0;;
2023-01-15 17:08:42;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:08:44;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:08:46;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:08:57;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:08:58;34322,0;34322,0;34322,0;34322,0;;
2023-01-15 17:09:00;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:09:01;34321,0;34321,0;34321,0;34321,0;;
2023-01-15 17:09:10;34322,0;34322,0;34322,0;34322,0;;
2023-01-15 17:09:12;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:09:13;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:09:16;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:09:19;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:09:23;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:09:24;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:09:25;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:09:27;34322,0;34322,0;34322,0;34322,0;;
2023-01-15 17:09:28;34322,0;34322,0;34322,0;34322,0;;
2023-01-15 17:09:29;34322,0;34322,0;34322,0;34322,0;;
2023-01-15 17:09:33;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:09:35;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:09:36;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:09:43;34324,0;34324,0;34323,0;34323,0;;
2023-01-15 17:09:44;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:09:46;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:09:55;34327,0;34327,0;34326,0;34326,0;;
2023-01-15 17:09:57;34327,0;34327,0;34327,0;34327,0;;
2023-01-15 17:10:01;34325,0;34325,0;34325,0;34325,0;;
2023-01-15 17:10:03;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:10:10;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:10:14;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:10:25;34325,0;34325,0;34325,0;34325,0;;
2023-01-15 17:10:27;34325,0;34325,0;34325,0;34325,0;;
2023-01-15 17:10:31;34325,0;34325,0;34324,0;34324,0;;
2023-01-15 17:10:32;34324,0;34325,0;34324,0;34325,0;;
2023-01-15 17:10:33;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:10:34;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:10:36;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:10:42;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:10:43;34322,0;34322,0;34321,0;34321,0;;
2023-01-15 17:10:47;34321,0;34321,0;34321,0;34321,0;;
2023-01-15 17:10:51;34320,0;34320,0;34320,0;34320,0;;
2023-01-15 17:10:52;34321,0;34321,0;34320,0;34320,0;;
2023-01-15 17:10:53;34322,0;34322,0;34322,0;34322,0;;
2023-01-15 17:11:02;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:11:03;34325,0;34325,0;34325,0;34325,0;;
2023-01-15 17:11:13;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:11:19;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:11:23;34323,0;34323,0;34320,0;34320,0;;
2023-01-15 17:11:24;34321,0;34321,0;34321,0;34321,0;;
2023-01-15 17:11:26;34322,0;34322,0;34322,0;34322,0;;
2023-01-15 17:11:27;34322,0;34323,0;34322,0;34323,0;;
2023-01-15 17:11:30;34322,0;34322,0;34322,0;34322,0;;
2023-01-15 17:11:31;34321,0;34321,0;34321,0;34321,0;;
2023-01-15 17:11:32;34322,0;34322,0;34322,0;34322,0;;
2023-01-15 17:11:34;34320,0;34320,0;34320,0;34320,0;;
2023-01-15 17:11:38;34319,0;34320,0;34319,0;34320,0;;
2023-01-15 17:11:39;34321,0;34322,0;34321,0;34322,0;;
2023-01-15 17:11:40;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:11:41;34325,0;34326,0;34325,0;34326,0;;
2023-01-15 17:11:42;34326,0;34326,0;34325,0;34326,0;;
2023-01-15 17:11:44;34325,0;34325,0;34325,0;34325,0;;
2023-01-15 17:11:47;34326,0;34326,0;34326,0;34326,0;;
2023-01-15 17:11:48;34324,0;34324,0;34324,0;34324,0;;
2023-01-15 17:11:49;34325,0;34325,0;34325,0;34325,0;;
2023-01-15 17:11:52;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:11:54;34323,0;34324,0;34323,0;34323,0;;
2023-01-15 17:11:55;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:11:56;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:11:59;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:12:01;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:12:02;34323,0;34323,0;34320,0;34320,0;;
2023-01-15 17:12:03;34320,0;34320,0;34320,0;34320,0;;
2023-01-15 17:12:04;34322,0;34322,0;34322,0;34322,0;;
2023-01-15 17:12:05;34322,0;34322,0;34322,0;34322,0;;
2023-01-15 17:12:08;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:12:09;34322,0;34322,0;34322,0;34322,0;;
2023-01-15 17:12:10;34322,0;34322,0;34322,0;34322,0;;
2023-01-15 17:12:15;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:12:17;34322,0;34322,0;34322,0;34322,0;;
2023-01-15 17:12:18;34321,0;34321,0;34321,0;34321,0;;
2023-01-15 17:12:24;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:12:27;34322,0;34322,0;34322,0;34322,0;;
2023-01-15 17:12:28;34323,0;34323,0;34322,0;34322,0;;
2023-01-15 17:12:34;34321,0;34321,0;34321,0;34321,0;;
2023-01-15 17:12:36;34323,0;34323,0;34323,0;34323,0;;
2023-01-15 17:12:40;34322,0;34322,0;34322,0;34322,0;;
2023-01-15 17:12:41;34320,0;34320,0;34320,0;34320,0;;
2023-01-15 17:12:42;34322,0;34322,0;34322,0;34322,0;;
2023-01-15 17:12:46;34321,0;34321,0;34321,0;34321,0;;
2023-01-15 17:12:47;34322,0;34322,0;34322,0;34322,0;;
2023-01-15 17:12:49;34321,0;34321,0;34321,0;34321,0;;
2023-01-15 17:12:51;34321,0;34321,0;34321,0;34321,0;;
2023-01-15 17:12:53;34320,0;34320,0;34320,0;34320,0;;
2023-01-15 17:12:59;34319,0;34319,0;34319,0;34319,0;;
2023-01-15 17:13:04;34319,0;34320,0;34319,0;34320,0;;
2023-01-15 17:13:08;34322,0;34322,0;34322,0;34322,0;;
2023-01-15 17:13:11;34321,0;34322,0;34321,0;34322,0;;
2023-01-15 17:13:12;34321,0;34321,0;34321,0;34321,0;;
2023-01-15 17:13:13;34321,0;34321,0;34321,0;34321,0;;
2023-01-15 17:13:15;34321,0;34321,0;34321,0;34321,0;;
2023-01-15 17:13:24;34322,0;34322,0;34320,0;34320,0;;
2023-01-15 17:13:27;34320,0;34320,0;34320,0;34320,0;;
2023-01-15 17:13:28;34321,0;34321,0;34321,0;34321,0;;
2023-01-15 17:13:29;34321,0;34321,0;34321,0;34321,0;;
2023-01-15 17:13:31;34320,0;34320,0;34319,0;34319,0;;
2023-01-15 17:13:35;34319,0;34319,0;34319,0;34319,0;;
2023-01-15 17:13:36;34317,0;34317,0;34315,0;34315,0;;
2023-01-15 17:13:38;34314,0;34314,0;34314,0;34314,0;;
2023-01-15 17:13:41;34314,0;34314,0;34314,0;34314,0;;
2023-01-15 17:13:42;34314,0;34314,0;34314,0;34314,0;;
2023-01-15 17:13:43;34314,0;34314,0;34314,0;34314,0;;
2023-01-15 17:13:44;34316,0;34316,0;34316,0;34316,0;;
2023-01-15 17:13:45;34316,0;34316,0;34316,0;34316,0;;
2023-01-15 17:13:46;34317,0;34317,0;34317,0;34317,0;;
2023-01-15 17:13:52;34316,0;34316,0;34316,0;34316,0;;
2023-01-15 17:13:55;34315,0;34316,0;34315,0;34316,0;;
2023-01-15 17:13:56;34315,0;34315,0;34315,0;34315,0;;
2023-01-15 17:13:57;34315,0;34315,0;34315,0;34315,0;;
2023-01-15 17:14:00;34316,0;34316,0;34315,0;34315,0;;
2023-01-15 17:14:02;34317,0;34317,0;34317,0;34317,0;;
2023-01-15 17:14:03;34316,0;34316,0;34316,0;34316,0;;
2023-01-15 17:14:07;34317,0;34317,0;34317,0;34317,0;;
2023-01-15 17:14:10;34316,0;34316,0;34316,0;34316,0;;
2023-01-15 17:14:15;34316,0;34316,0;34315,0;34315,0;;
2023-01-15 17:14:17;34316,0;34316,0;34316,0;34316,0;;
2023-01-15 17:14:20;34316,0;34316,0;34316,0;34316,0;;
2023-01-15 17:14:21;34316,0;34316,0;34316,0;34316,0;;
2023-01-15 17:14:23;34316,0;34316,0;34316,0;34316,0;;
2023-01-15 17:14:24;34316,0;34316,0;34316,0;34316,0;;
2023-01-15 17:14:25;34317,0;34317,0;34317,0;34317,0;;
2023-01-15 17:14:26;34316,0;34317,0;34316,0;34317,0;;
2023-01-15 17:14:27;34317,0;34317,0;34317,0;34317,0;;
2023-01-15 17:14:28;34316,0;34317,0;34316,0;34317,0;;
2023-01-15 17:14:33;34316,0;34316,0;34316,0;34316,0;;
2023-01-15 17:14:41;34315,0;34315,0;34315,0;34315,0;;
2023-01-15 17:14:43;34315,0;34315,0;34314,0;34314,0;;
2023-01-15 17:14:44;34310,0;34311,0;34310,0;34311,0;;
2023-01-15 17:14:46;34312,0;34312,0;34312,0;34312,0;;
2023-01-15 17:14:48;34311,0;34311,0;34309,0;34309,0;;
